what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1497162708811
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1497162712548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162712557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162713911
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1497162717339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162717595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162718757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162720862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162721678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162726688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162727675
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497162752028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162759972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162766229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1497162796607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1497162801025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1497162803684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1497162803828
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1497162809174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162809196
error,log,,,"Internal Error",1497162809573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162810260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162810341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162812308
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1497162813218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162813582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162814437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162816024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162816749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162821128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162821825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162827680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162830126
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497162840395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162854720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162854824
